time,angry,disgusted,fearful,happy,neutral,sad,surprised
16.41,0.0008887470721670001,7.638757182004266e-06,0.00014333532254750002,0.00012053204409250001,0.9924022555351255,0.0028089041443305003,0.0036285591413615006
16.43,3.971230853e-06,2.697362866399544e-08,8.170263754e-06,3.1782874430000004e-06,0.072685904800891,0.9272932410240171,5.6687822500000005e-06
16.45,0.006154680526037732,0.0005030949867584189,5.111379186850001e-05,0.061628512753600005,0.7330696880817411,0.18465074896812403,0.013942094325841002
16.47,2.8910312720000003e-06,1.7366824645037584e-09,1.3055771887e-05,3.0982628231e-05,0.8284432888031,0.171416491270065,9.323547419600001e-05
16.49,0.014749110058559481,1.6790895575347592e-05,7.4946468885e-05,0.0010449967858215,0.7752049863338466,0.197201739996671,0.011707443212799
